dataset,image,training_seed,channel_seed,snr_db,speed_kmh,scale_mode,method,nack,payload_uses,scale_bits,feedback_bits,total_uses,psnr,mse,lpips,ms_ssim,outage,false_ack
kodak,20.png,2030,9001,0.0,30.0,binary16,fm_only,0,4096,4096,1,12290,21.26215171813965,0.007477989420294762,0.42666125297546387,0.8138952255249023,1,1
kodak,17.png,2030,9001,0.0,30.0,binary16,adaptive_harq,1,8192,4096,2,16388,24.463741302490234,0.0035778796300292015,0.5739709138870239,0.8145473003387451,0,0
kodak,18.png,2030,9001,0.0,30.0,binary16,adaptive_harq,1,8192,4096,2,16388,19.44911003112793,0.011352434754371643,0.5753403902053833,0.7598695755004883,1,0
kodak,19.png,2030,9001,0.0,30.0,binary16,adaptive_harq,1,8192,4096,2,16388,20.42510986328125,0.009067528881132603,0.5990068912506104,0.7742767930030823,1,0
kodak,20.png,2030,9001,0.0,30.0,binary16,adaptive_harq,1,8192,4096,2,16388,21.975202560424805,0.006345702800899744,0.36265435814857483,0.8679954409599304,1,0
kodak,17.png,2030,9001,0.0,30.0,binary16,flowharq,0,4096,4096,1,12290,24.158761978149414,0.0038381663616746664,0.585098922252655,0.7882338166236877,0,0
kodak,18.png,2030,9001,0.0,30.0,binary16,flowharq,1,8192,4096,2,16388,19.44911003112793,0.011352434754371643,0.5753403902053833,0.7598695755004883,1,0
kodak,19.png,2030,9001,0.0,30.0,binary16,flowharq,1,8192,4096,2,16388,20.42510986328125,0.009067528881132603,0.5990068912506104,0.7742767930030823,1,0
kodak,20.png,2030,9001,0.0,30.0,binary16,flowharq,1,8192,4096,2,16388,21.975202560424805,0.006345702800899744,0.36265435814857483,0.8679954409599304,1,0
kodak,21.png,2030,9001,0.0,30.0,ideal,direct,0,4096,4096,1,12290,19.62234115600586,0.010908524505794048,0.5919815301895142,0.7212784290313721,1,1
kodak,22.png,2030,9001,0.0,30.0,ideal,direct,0,4096,4096,1,12290,17.83050537109375,0.01647970639169216,0.8089790344238281,0.5201660990715027,1,1
kodak,23.png,2030,9001,0.0,30.0,ideal,direct,0,4096,4096,1,12290,21.223388671875,0.007545033935457468,0.4504496455192566,0.8065206408500671,1,1
kodak,24.png,2030,9001,0.0,30.0,ideal,direct,0,4096,4096,1,12290,22.81640625,0.005228288937360048,0.6127558350563049,0.8058306574821472,1,1
kodak,21.png,2030,9001,0.0,30.0,ideal,full_harq,1,8192,4096,2,16388,21.347990036010742,0.007331636268645525,0.49983683228492737,0.8428797721862793,1,0
kodak,22.png,2030,9001,0.0,30.0,ideal,full_harq,1,8192,4096,2,16388,19.63237762451172,0.010883339680731297,0.702714204788208,0.604758083820343,1,0
kodak,23.png,2030,9001,0.0,30.0,ideal,full_harq,1,8192,4096,2,16388,21.68329620361328,0.006786883343011141,0.43466588854789734,0.822519063949585,1,0
kodak,24.png,2030,9001,0.0,30.0,ideal,full_harq,1,8192,4096,2,16388,23.196178436279297,0.0047905161045491695,0.5952203869819641,0.8336778283119202,1,0
kodak,21.png,2030,9001,0.0,30.0,ideal,fm_only,0,4096,4096,1,12290,19.52906608581543,0.011145341210067272,0.6278862953186035,0.7061793804168701,1,1
kodak,22.png,2030,9001,0.0,30.0,ideal,fm_only,0,4096,4096,1,12290,17.968463897705078,0.015964437276124954,0.7952259182929993,0.5132412910461426,1,1
kodak,23.png,2030,9001,0.0,30.0,ideal,fm_only,0,4096,4096,1,12290,20.949893951416016,0.00803545955568552,0.4979413151741028,0.786144495010376,1,1
kodak,24.png,2030,9001,0.0,30.0,ideal,fm_only,0,4096,4096,1,12290,22.934839248657227,0.005087635014206171,0.6173537969589233,0.8023536801338196,1,1
kodak,21.png,2030,9001,0.0,30.0,ideal,adaptive_harq,1,8192,4096,2,16388,21.347990036010742,0.007331636268645525,0.49983683228492737,0.8428797721862793,1,0
kodak,22.png,2030,9001,0.0,30.0,ideal,adaptive_harq,1,8192,4096,2,16388,19.63237762451172,0.010883339680731297,0.702714204788208,0.604758083820343,1,0
kodak,23.png,2030,9001,0.0,30.0,ideal,adaptive_harq,1,8192,4096,2,16388,21.68329620361328,0.006786883343011141,0.43466588854789734,0.822519063949585,1,0
kodak,24.png,2030,9001,0.0,30.0,ideal,adaptive_harq,1,8192,4096,2,16388,23.196178436279297,0.0047905161045491695,0.5952203869819641,0.8336778283119202,1,0
kodak,21.png,2030,9001,0.0,30.0,ideal,flowharq,1,8192,4096,2,16388,21.347990036010742,0.007331636268645525,0.49983683228492737,0.8428797721862793,1,0
kodak,22.png,2030,9001,0.0,30.0,ideal,flowharq,1,8192,4096,2,16388,19.63237762451172,0.010883339680731297,0.702714204788208,0.604758083820343,1,0
kodak,23.png,2030,9001,0.0,30.0,ideal,flowharq,1,8192,4096,2,16388,21.68329620361328,0.006786883343011141,0.43466588854789734,0.822519063949585,1,0
kodak,24.png,2030,9001,0.0,30.0,ideal,flowharq,1,8192,4096,2,16388,23.196178436279297,0.0047905161045491695,0.5952203869819641,0.8336778283119202,1,0
kodak,21.png,2030,9001,0.0,30.0,binary16,direct,0,4096,4096,1,12290,19.622373580932617,0.010908438824117184,0.591973602771759,0.721280574798584,1,1
kodak,22.png,2030,9001,0.0,30.0,binary16,direct,0,4096,4096,1,12290,17.830528259277344,0.01647961512207985,0.8089709281921387,0.5201638340950012,1,1
kodak,23.png,2030,9001,0.0,30.0,binary16,direct,0,4096,4096,1,12290,21.223403930664062,0.007545005530118942,0.45044803619384766,0.8065213561058044,1,1
kodak,24.png,2030,9001,0.0,30.0,binary16,direct,0,4096,4096,1,12290,22.81640625,0.005228287074714899,0.6127604246139526,0.8058321475982666,1,1
kodak,21.png,2030,9001,0.0,30.0,binary16,full_harq,1,8192,4096,2,16388,21.347972869873047,0.007331666070967913,0.4998345971107483,0.8428797125816345,1,0
